,10_40039_S11_R1_001.expression,10_90002_mor_det_45776883_R1.expression,1_10115_88_S4_R1_001.expression,11_10102_mor_det_45794778_R1.expression,11_40044_S12_R1_001.expression,12_20042_eve_det_45788807_R1.expression,12_40035_S13_R1_001.expression,13_10119_94_S14_R1_001.expression,13_90006_eve_det_45796767_R1.expression,14_10104_eve_det_45791770_R1.expression,14_40003_S15_R1_001.expression,15_40047_S16_R1_001.expression,15_Control_blood_9_45784879_R1.expression,16_10103_I1_R1.expression,16_Control_blood_11_45796768_R1.expression,1_70008_mor_imp_45790779_R2.expression,17_10108_I2_R1.expression,17_Control_blood_12_45792774_R1.expression,18_10136_I3_R1.expression,18_Control_blood_13_45786842_R1.expression,19_10141_I4_R1.expression,19_Control_blood_14_45759905_R1.expression,20_10155_I5_R1.expression,20_Control_blood_15_45793787_R1.expression,2_10131_83_S5_R1_001.expression,21_10181_I6_R1.expression,21_Control_blood_16_45775870_R1.expression,22_10100_D1_R1.expression,22_Control_blood_17_45792776_R1.expression,23_10116_D2_R1.expression,23_Control_blood_18_45794783_R1.expression,2_40058_mor_imp_45775868_R1.expression,24_10145_D3_R1.expression,24_Control_blood_19_45793789_R1.expression,25_10146_D4_R1.expression,26_10156_D5_R1.expression,27_30057_D6_R1.expression,3_10166_mor_imp_45795773_R1.expression,3_10189_45_S6_R1_001.expression,4_10177_eve_imp_45795771_R1.expression,4_90003_S7_R1_001.expression,5_10171_eve_imp_45788808_R1.expression,5_40026_S8_R1_001.expression,6_30065_S9_R1_001.expression,6_40049_eve_imp_45790782_R1.expression,7_30040_mor_det_45785850_R1.expression,8_60004_mor_det_45796771_R1.expression,9_30053_mor_det_45787820_R1.expression,9_30074_50_S10_R1_001.expression
hsa-miR-1297,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,3,0,4,0,3,1,4,1,0,3,0,2,0,3,0,0,3,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0
hsa-miR-6847-5p,5,5,4,5,1,6,6,6,0,1,8,2,8,5,4,0,4,11,2,5,2,10,4,7,8,1,12,2,5,1,5,6,5,3,0,3,1,6,7,9,6,13,9,6,2,8,7,5,2
hsa-miR-6847-3p,0,0,0,1,0,0,2,0,0,0,0,0,1,1,3,0,0,2,1,1,0,2,0,7,1,2,3,0,2,0,1,1,1,2,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0
hsa-miR-6848-5p,2,0,3,1,1,5,5,6,6,1,3,3,7,1,3,0,2,2,0,3,0,4,2,4,2,0,2,0,3,2,0,4,0,1,1,2,1,1,0,7,6,3,1,6,3,4,4,4,2
hsa-miR-6848-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-1-3p,16,3,11,3,0,1,9,8,1,2,2,4,8,1,16,0,0,5,2,5,4,3,0,10,5,3,9,0,13,0,8,4,1,2,1,3,4,0,3,4,4,1,1,0,4,1,5,9,3
hsa-miR-3617-5p,1,0,3,3,0,0,0,1,0,2,2,0,0,1,0,0,2,2,0,1,0,1,1,2,0,0,1,0,2,0,2,1,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,3,1
hsa-miR-3617-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-668-3p,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,2,3,1,3,1,0,4,1,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,4,1,0,3,0
hsa-miR-668-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-8062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-30a-5p,121,94,148,197,33,142,164,174,129,121,228,96,308,365,1311,0,410,313,155,278,138,247,178,336,121,151,345,742,391,632,320,199,569,271,598,401,433,160,170,208,121,351,125,104,261,123,102,192,338
hsa-miR-30a-3p,23,10,24,24,3,15,30,35,16,26,98,30,42,17,307,0,12,76,8,40,7,45,6,79,27,10,71,22,40,26,69,47,18,59,36,13,58,21,27,26,17,115,17,18,102,21,16,37,106
hsa-miR-7110-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-7110-3p,6,10,4,12,2,8,5,11,5,6,4,0,4,2,4,0,5,4,0,6,2,11,1,7,5,5,6,1,13,2,3,3,6,5,0,0,2,11,8,15,3,6,6,6,10,5,13,7,2
hsa-miR-7113-5p,13,12,8,31,12,25,29,12,20,9,16,6,11,15,20,0,14,15,4,10,4,24,5,10,19,6,20,6,26,4,29,17,6,12,12,13,6,15,20,17,22,39,17,17,11,31,29,23,27
hsa-miR-7113-3p,1,0,2,2,0,4,0,3,2,1,1,0,2,1,0,0,2,0,0,1,1,4,1,5,0,2,4,0,0,0,2,1,2,1,1,2,2,8,3,3,0,2,1,3,4,4,4,0,3
hsa-miR-4804-5p,6,2,1,2,2,2,4,2,5,1,0,0,7,5,6,0,5,5,2,6,0,7,1,18,5,1,5,2,4,2,1,2,4,8,1,3,2,6,2,4,1,14,7,9,4,8,4,3,1
hsa-miR-4804-3p,2,0,0,2,1,0,0,0,0,1,1,0,5,1,3,0,1,0,0,1,0,2,0,1,1,0,4,0,3,0,3,1,1,3,1,0,0,2,0,1,0,1,0,0,1,1,0,1,0
hsa-miR-4719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4485-3p,1,0,0,1,6,2,2,2,3,4,1,0,2,0,0,0,8,1,11,5,8,2,14,4,5,13,1,7,1,13,0,1,8,0,1,7,9,1,1,4,0,4,7,0,1,2,6,0,0
hsa-miR-4485-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-6792-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6792-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449c-5p,1,0,1,4,1,1,0,5,0,2,1,2,3,0,2,0,1,1,3,2,0,4,2,11,1,1,3,1,7,0,5,1,1,1,0,0,1,1,2,1,2,6,2,2,7,0,0,8,1
hsa-miR-449c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ay-5p,11,0,4,12,0,1,7,8,10,12,2,7,90,15,82,0,12,72,12,68,1,73,13,33,4,7,195,6,107,25,51,13,28,49,21,25,8,7,3,8,7,14,3,1,7,13,8,11,3
hsa-miR-548ay-3p,0,1,1,4,1,4,0,0,1,0,0,2,7,3,13,0,2,8,0,10,1,8,0,15,2,0,20,1,7,1,11,2,3,4,1,0,4,1,0,3,3,1,1,1,3,2,4,5,0
hsa-miR-6890-5p,1,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0
hsa-miR-6890-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-8081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2682-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2682-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-589-5p,372,207,337,394,153,344,617,591,215,295,392,394,638,218,713,0,210,484,73,579,80,561,130,523,471,61,863,72,680,96,665,273,149,427,114,113,93,239,546,357,683,449,606,278,370,279,329,369,441
hsa-miR-589-3p,0,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3,0,0,1,0,2,0,0
hsa-miR-4667-5p,4,0,2,1,0,4,3,0,4,0,2,0,0,2,1,0,0,1,0,1,1,3,0,2,2,0,0,0,1,1,1,2,0,1,2,2,1,1,4,2,0,1,1,4,1,0,0,2,2
hsa-miR-4667-3p,2,0,1,1,0,4,2,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,6,2,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,2,3,0,2,5,3,3
hsa-miR-4530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5193,11,7,10,10,2,6,5,0,9,5,7,5,6,4,3,0,3,3,3,8,1,9,4,9,5,1,6,0,5,0,4,3,2,3,1,4,2,4,13,2,2,6,10,13,5,4,3,4,6
hsa-miR-4436b-5p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-5p,11,8,5,16,10,12,37,10,16,8,15,14,18,8,16,0,8,9,4,18,1,20,1,22,14,1,16,3,17,4,4,11,3,11,2,2,1,17,13,27,15,38,16,14,22,13,15,20,17
hsa-miR-4665-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-516a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3163,30,8,28,35,8,26,40,29,20,10,18,16,58,15,59,0,7,61,2,62,4,52,3,38,32,8,82,5,59,8,62,17,4,41,12,3,4,12,22,22,33,25,24,22,19,25,16,18,21
hsa-miR-4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6876-5p,1,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
hsa-miR-6876-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
hsa-miR-4793-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4793-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-5096,6,2,1,8,2,3,4,0,0,2,1,5,12,1,7,0,3,9,2,9,3,6,4,3,3,2,10,1,5,1,6,8,1,4,4,3,2,7,3,2,5,9,6,1,3,2,4,2,3
hsa-miR-6809-5p,0,1,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,2,0,0
hsa-miR-6809-3p,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,4
hsa-miR-7704,70,57,100,67,17,78,76,44,32,56,56,49,37,23,21,0,14,31,12,43,22,22,22,49,39,32,25,10,27,12,85,46,20,31,20,19,40,46,94,56,38,62,59,104,29,54,44,59,101
hsa-miR-3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6782-5p,6,0,3,1,0,1,6,4,7,0,8,2,7,1,0,0,3,3,1,2,0,0,0,1,10,0,7,0,6,2,3,2,0,1,2,3,2,4,5,2,5,3,1,1,7,4,2,9,3
hsa-miR-6782-3p,10,3,7,5,4,6,5,12,2,8,2,5,18,2,12,0,3,13,0,15,0,12,3,26,4,6,23,0,14,1,31,5,2,12,3,1,2,14,9,11,5,21,3,8,10,5,6,12,3
hsa-miR-3184-5p,3,0,0,1,0,0,0,2,0,0,0,0,2,1,2,38507,0,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0
hsa-miR-3184-3p,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,51117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-4734,8,4,4,3,6,7,12,8,9,4,4,4,11,3,8,0,3,2,1,7,1,7,3,10,2,1,9,0,9,4,10,6,3,6,2,3,1,10,11,14,3,11,6,12,11,12,8,5,7
hsa-miR-4746-5p,110,39,93,80,30,78,143,170,47,45,92,124,257,34,305,0,27,164,7,130,7,222,19,362,104,9,281,8,229,15,193,68,20,143,24,12,10,75,146,118,135,105,102,101,85,94,104,121,64
hsa-miR-4746-3p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-346,1,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,2,0,0,2
hsa-miR-4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6778-5p,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6778-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
hsa-miR-642b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-642b-5p,0,1,1,5,0,7,0,3,1,3,3,0,2,1,2,3,0,3,1,1,1,1,0,5,2,0,6,0,6,1,1,2,1,2,1,0,0,0,4,0,0,1,1,1,1,0,2,2,1
hsa-miR-6500-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6500-3p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-3613-5p,2,1,2,12,0,1,1,4,16,1,1,1,208,13,171,0,8,280,17,213,5,358,22,238,3,14,390,11,391,24,256,7,24,150,20,24,9,11,0,12,7,17,2,0,4,5,4,7,5
hsa-miR-3613-3p,1,0,2,1,0,2,1,0,1,2,0,2,2,0,4,0,2,3,5,3,1,3,2,5,2,1,7,1,6,5,3,1,1,1,2,3,0,0,0,1,4,3,0,0,0,1,0,2,0
hsa-miR-3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6825-5p,10,5,8,10,1,10,18,9,2,3,4,16,7,3,3,0,2,4,4,4,1,7,2,4,3,6,8,1,11,2,11,6,4,4,3,3,3,18,8,10,9,18,16,16,3,12,5,18,5
hsa-miR-6825-3p,1,0,0,3,0,1,1,0,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,2,2,1,2
hsa-miR-331-5p,71,55,67,180,20,94,96,66,89,113,44,48,198,45,121,0,84,156,53,179,40,176,58,149,85,58,216,34,228,54,169,87,45,187,31,48,35,141,65,152,52,187,68,91,121,118,76,86,51
hsa-miR-331-3p,234,157,208,159,24,140,214,169,80,176,119,126,196,53,144,0,89,128,51,223,37,145,60,127,102,56,176,20,259,36,272,137,59,88,31,85,49,107,154,174,139,214,165,80,111,116,77,130,125
hsa-miR-1913,1,0,0,0,0,1,2,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0
hsa-miR-483-5p,2,2,0,1,0,2,2,1,0,0,0,0,0,7,2,0,0,1,4,0,1,4,0,11,0,1,2,1,4,2,12,1,0,0,1,1,2,1,1,1,0,6,5,1,0,3,0,2,0
hsa-miR-483-3p,6,0,3,5,0,16,19,20,9,5,2,9,10,23,10,0,5,6,36,0,16,24,10,94,6,7,41,0,14,24,44,8,15,4,3,11,2,6,3,57,7,58,7,5,6,16,1,15,3
hsa-miR-6864-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0
hsa-miR-6864-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1909-5p,2,4,2,1,0,4,0,1,3,2,0,0,1,4,5,0,2,1,1,3,1,3,0,1,6,0,0,0,0,0,6,2,0,3,0,0,0,1,1,0,2,3,1,5,1,1,3,4,1
hsa-miR-1909-3p,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,3,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,2,0,1,0
hsa-miR-146b-5p,1289,572,1099,1681,159,1483,1256,1295,781,1502,1285,1342,9057,755,8272,0,591,13030,369,6545,283,6793,585,16284,1745,317,13503,403,7082,617,8066,1154,552,6701,757,541,424,1028,1457,1525,1212,1434,1177,1099,1413,956,868,1416,924
hsa-miR-146b-3p,195,148,226,205,110,224,311,226,134,179,409,192,279,94,164,0,86,421,38,250,42,230,52,470,303,56,428,58,249,71,253,146,40,273,67,55,39,201,364,272,184,181,292,473,173,193,217,162,198
hsa-miR-6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1234-3p,18,18,17,14,2,24,17,18,13,22,17,10,23,4,10,0,19,12,7,23,5,25,6,14,15,5,30,3,24,3,15,20,5,8,4,8,5,22,20,30,10,50,16,17,23,29,20,20,16
hsa-miR-579-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-579-5p,5,3,12,11,3,14,11,5,8,5,6,7,31,6,38,0,5,23,4,26,4,30,8,32,8,1,32,2,27,1,30,9,6,29,7,7,4,16,9,13,5,18,5,10,14,10,10,13,18
hsa-miR-338-5p,51,19,22,79,14,22,36,28,29,55,20,15,19,24,25,0,23,104,13,82,12,61,31,60,46,26,115,19,49,24,52,59,28,86,22,19,22,38,32,58,29,62,31,33,46,31,47,16,25
hsa-miR-338-3p,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,6,1,2,1,4,0,0,1,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-7974,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2
hsa-miR-3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-7977,0,2,6,3,1,2,2,1,1,6,1,1,2,2,5,0,1,2,0,5,1,2,1,1,2,0,1,1,3,0,6,2,0,0,2,1,1,6,4,5,2,5,2,0,6,3,3,3,3
hsa-miR-200b-5p,1,1,1,1,3,0,5,0,1,0,0,1,3,0,3,0,0,0,0,3,1,0,3,4,0,1,0,0,1,0,0,1,0,1,0,1,0,4,1,1,0,3,2,2,1,1,1,2,0
hsa-miR-200b-3p,17,8,21,42,6,21,23,25,8,18,22,17,37,43,23,0,50,53,8,25,2,31,30,40,16,13,52,47,55,43,29,21,44,43,45,34,22,26,20,29,13,19,25,14,23,18,19,32,5
hsa-miR-889-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,3,0,2,0,1,4,0,4,0,2,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
hsa-miR-889-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548aj-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4787-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4787-3p,1,0,0,3,1,1,0,0,1,3,3,3,1,1,3,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,3,2,0,0,2
hsa-miR-6780b-5p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-6780b-3p,3,0,3,1,0,0,0,5,0,2,0,1,0,1,2,0,1,1,1,1,1,1,2,3,1,2,2,1,4,0,2,1,0,0,0,0,0,2,0,1,0,3,2,1,0,0,0,0,2
hsa-miR-4442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
